ds,yhat,yhat_lower,yhat_upper
2015-04-23,344.0464356143484,-2440.4258169444633,3106.3275124370193
2015-04-25,1372.7826992566484,-1419.6665933254806,4130.471502063283
2015-04-26,1118.5129692053015,-1692.2177697634297,3724.5999597894975
2015-04-28,1323.2308780854905,-1691.6875450627733,4018.879051462323
2015-04-29,834.490136832385,-1888.2393475945166,3708.8980267946145
2015-04-30,236.7744740115097,-2617.1718154304467,2939.1185751536436
2015-05-02,1255.6095884646,-1680.1103395989583,3774.0419699170084
2015-05-03,1001.1453593247318,-1934.938251210781,3570.7415216420113
2015-05-04,876.6982424946286,-1832.085894790786,3602.1115508295593
2015-05-05,1215.8453993226215,-1543.0460617185286,4020.0739946545823
2015-05-06,737.299304885684,-1827.2137229828445,3526.148912435427
2015-05-07,153.0805605671651,-2692.6754847856605,2833.2737864705086
2015-05-08,772.5566385942457,-1863.5090107913957,3642.6603901149224
2015-05-09,1207.7177316583434,-1471.450184124497,4106.25276760416
2015-05-10,974.7916267370342,-1706.9693927485112,3773.390267557302
2015-05-11,873.6750669658933,-1851.967313651927,3747.633223384805
2015-05-12,1237.4015976297283,-1427.7874442449672,3811.4788803501906
2015-05-13,784.1034694946583,-1979.6095125971933,3524.011625845304
2015-05-14,225.20112193745217,-2409.3724317826873,3073.113151939001
2015-05-16,1328.2772248931215,-1300.9433018402742,4108.7875426930395
2015-05-17,1117.324100877902,-1502.7761467677258,4057.402475835442
2015-05-18,1035.980616918087,-1669.2148682509812,3831.268202967574
2015-05-19,1416.8224249760824,-1425.576155419472,4188.657928272132
2015-05-20,977.5930061488388,-1745.9019077530902,3704.9502105182146
2015-05-21,429.4024451419343,-2388.2067019260626,3197.356962027724
2015-05-22,1080.7900212409702,-1761.9471356636082,3945.5625445440337
2015-05-23,1543.0211711593379,-1259.2020958550818,4176.732047022136
2015-05-24,1331.7202162269757,-1387.8819430578228,4087.252307620831
2015-05-25,1246.3158951502967,-1183.3380414615335,4183.389290034358
2015-05-26,1619.5193892923587,-1055.4360031523654,4321.330105618652
2015-05-27,1169.2922242309528,-1748.4888573423398,3981.495087402466
2015-05-28,607.0375028672626,-2022.9331960612953,3192.3073230214322
2015-05-30,1684.817757251608,-1097.4440881098367,4355.328034503605
2015-05-31,1452.6115965651907,-1190.6612475926204,4249.578870533865
2015-06-01,1344.9488314420937,-1505.466209760415,4130.438723741278
2015-06-02,1695.042380551476,-949.4919792710654,4249.767074157533
2015-06-03,1221.3583746956365,-1369.2862203117238,4013.8183197361855
2015-06-04,635.7943160765864,-2136.3808351954053,3260.8893427071953
2015-06-06,1669.2517138629858,-1026.7881050675066,4522.953495637893
2015-06-07,1416.863760671718,-1349.650783499974,4135.827343112203
2015-06-08,1290.8116122853849,-1486.1934954112783,4090.8381125571127
2015-06-09,1624.590304530571,-1010.1344631017802,4403.097319318491
2015-06-10,1136.8839737351655,-1696.7118644965162,3860.5659354179293
2015-06-13,1557.6368061405333,-1102.384952361802,4182.578535009312
2015-06-14,1301.2341874554907,-1316.3959916257622,4160.081637587148
2015-06-15,1173.5548095592717,-1728.763300155672,3824.1771576349824
2015-06-16,1507.932901860057,-1308.7980166735865,4080.279064077145
2015-06-17,1022.8457151854856,-1617.4968279053037,3654.2841355890223
2015-06-18,430.09712834687184,-2091.435686982638,3341.0524093366816
2015-06-20,1460.9944773992872,-1216.696785204525,4217.9553127623085
2015-06-21,1212.6048267426104,-1477.5298195927755,4051.526982726929
2015-06-22,1093.5437759311571,-1499.4041315736915,3847.935694099183
2015-06-23,1436.8523816347629,-1131.2484709207326,4318.615737368581
2015-06-24,960.7319036635351,-1779.9737762079592,3549.657592389442
2015-06-25,376.73475056576854,-2281.7935631089595,3038.0731755415986
2015-06-27,1423.6418075534991,-1443.9851300982525,4273.123122436643
2015-06-28,1182.1794033191682,-1393.839471119351,3873.446651623893
2015-06-29,1069.1738738543029,-1568.6247473876094,3727.7854947314217
2015-06-30,1417.603464865577,-1267.2994125728626,4067.6304249990408
2015-07-01,945.6476830331559,-1649.2068407287825,3705.7344888771895
2015-07-02,364.87608863936384,-2467.6396078657376,3422.4066815122396
2015-07-04,1415.658666000032,-1353.1851607068972,4309.005124887432
2015-07-05,1175.0395416075528,-1521.1486010354895,3885.9855486683036
2015-07-06,1062.3134981204498,-1638.9571220411044,3832.2339321679756
2015-07-07,1410.6015104118515,-1412.7830797509532,4185.178240512004
2015-07-08,938.2325900207047,-1644.865236829549,4049.076046664301
2015-07-09,356.92600952571456,-2343.532962916111,2972.833188839383
2015-07-11,1406.8356720295585,-1335.1187992789137,4267.004920916484
2015-07-12,1166.125059090422,-1729.213897709141,4054.467693490683
2015-07-13,1053.6691700319784,-1640.674858515856,3742.5388330787064
2015-07-14,1402.6578429421706,-1406.8516261723923,4160.567525011953
2015-07-15,931.4622012629181,-1747.813873521538,3619.05337413781
2015-07-18,1406.4270940794215,-1360.4385152391728,4047.960326571067
2015-07-19,1168.6544818619627,-1627.0022601174871,3842.543229781883
2015-07-20,1059.4225575412352,-1666.8907921550938,3716.891833169632
2015-07-21,1411.8205173478098,-1403.6239499137744,4018.1291326067494
2015-07-22,944.1074344116653,-1917.244590055608,3491.89771361195
2015-07-23,367.8989243815895,-2424.722509746414,3112.7765988295655
2015-07-25,1428.7850999983266,-1286.1169920495515,4127.553724590514
2015-07-26,1193.6365232185537,-1489.3719336658269,3892.372953053563
2015-07-27,1086.5691685020813,-1564.5775966382748,3781.3967042640343
2015-07-28,1440.6107188121925,-1288.5120216139578,4226.884637757156
2015-07-30,398.30266608196393,-2282.937103460777,3278.910770776514
2015-08-01,1458.6979056612743,-1212.5188974424116,3924.740385013275
2015-08-02,1222.68699389586,-1485.2274756724505,3931.0033801342815
2015-08-03,1114.5042885179587,-1711.8183683270186,3743.778786168941
2015-08-04,1467.3347047894367,-1414.757060759182,4213.949332917804
2015-08-05,999.5864083716492,-1753.755571093375,3735.389602683968
2015-08-06,423.076422638537,-2344.2006462190984,3138.6572881168795
2015-08-08,1483.608052947417,-1267.3415289740478,4131.012141472558
2015-08-09,1249.0341684535151,-1211.9723841481791,4069.339575814538
2015-08-11,1500.4613667600347,-913.1616405783041,4240.213644528496
2015-08-12,1038.4849992059721,-1751.5224701320478,3878.408574807579
2015-08-15,1551.384265793346,-1251.9395093452183,4409.2935181039065
2015-08-16,1330.641105151659,-1482.6648716399284,4067.8557794073085
2015-08-17,1241.116944658017,-1549.0064007068916,4017.0028261177863
2015-08-19,1174.3486557200304,-1650.590590814768,3887.7068454513405
2015-08-20,627.4668964506959,-2126.0693860205874,3361.812164461567
2015-08-22,1758.051688010787,-1096.1120910521781,4578.245130789872
2015-08-23,1563.4986067665698,-1269.9715321931717,4469.141451720075
2015-08-24,1500.9016040828453,-1152.842990565045,4277.477225498761
2015-08-25,1903.230780787938,-925.5490686418171,4760.322301528021
2015-08-26,1488.5719825066838,-1095.5067984070006,4296.525065892282
2015-08-27,968.3117587031255,-1816.470877977956,3901.6389089784298
2015-08-29,2148.5748170494803,-779.827796707246,4990.247119252175
2015-08-30,1976.110419999411,-751.1964539693853,4777.653127828445
2015-08-31,1933.1335205593068,-764.6980368196485,4589.613617638086
2015-09-01,2352.1598876538937,-405.31923223048034,5239.777947358981
2015-09-02,1950.8494887179377,-709.7017837443148,4575.895822678622
2015-09-03,1440.2000591589303,-1182.6684320324684,4078.720173674343
2015-09-05,2627.148916362532,-113.75251667041881,5195.2488655020925
2015-09-06,2451.2346865955874,-232.01235414460163,5104.549373103694
2015-09-07,2400.032021619896,-215.31677260688068,5129.138899140828
2015-09-08,2805.954507632551,78.37836592231193,5705.771659292519
2015-09-09,2386.6302361869216,-351.56998743691946,5372.997094112985
2015-09-10,1853.096923494022,-761.2088974455181,4708.010194411984
2015-09-11,2513.860481780537,-261.92425584132377,5264.680958261572
2015-09-12,2980.1878274133146,230.75227376533232,5870.2027145481825
2015-09-13,2767.735523680321,46.52281185643008,5522.673596219084
2015-09-14,2675.9915129538513,-66.11293822506624,5289.510127419927
2015-09-15,3037.7497999901293,238.58631318580888,5807.659172872467
2015-09-16,2571.0756236485704,-53.65581890433232,5241.000322306684
2015-09-17,1987.4946913819322,-604.1252735776359,4724.074746023024
2015-09-19,3008.5635379264904,265.83707214667857,5500.058021486005
2015-09-20,2741.305440252121,51.79774107333387,5424.374097685197
2015-09-21,2594.3799091918972,-0.2863883065212929,5495.598256148676
2015-09-22,2901.215944094561,201.71090398416547,5804.7872098805465
2015-09-23,2380.519695918041,-572.1156004540364,4972.778949543021
2015-09-24,1744.4557347556304,-1051.4080089188892,4489.478881150597
2015-09-25,2302.6912428954956,-421.81207849527465,5072.767081668192
2015-09-26,2667.674120427774,-88.74309078431627,5499.331678715638
2015-09-27,2356.2468098344075,-217.9398179201081,5162.2724612836555
2015-09-28,2169.0732662086525,-656.4353132791763,4954.8530413616445
2015-09-29,2440.0991081885327,-311.40644274279543,5076.606369285913
2015-09-30,1888.5026366757893,-765.8024562925614,4629.192017637532
2015-10-01,1226.8704296278845,-1460.8203710663704,4071.2611707320466
2015-10-02,1765.2363524704995,-871.4417430868789,4452.475253863035
2015-10-03,2116.3549931778066,-606.7263589169756,5001.249257551713
2015-10-04,1797.311348924431,-1158.4834467491098,4680.397320217083
2015-10-05,1608.9442117930541,-1302.027946453984,4324.26744538441
2015-10-06,1885.3033114866084,-1079.26643131834,4684.46905024655
2015-10-07,1345.5979282315589,-1271.871136349628,4177.8507191150775
2015-10-08,702.370714513369,-2006.9670731538877,3379.214769456374
2015-10-09,1265.5356000956504,-1686.4205731847,4071.858916906858
2015-10-10,1647.6508288103216,-1096.1314431448625,4385.91514765399
2015-10-11,1365.5289971498019,-1385.5701614428795,4175.419424072895
2015-10-12,1219.6615879246938,-1540.0928451474908,3974.315762463773
2015-10-13,1543.6781033597688,-1111.518105426989,4580.666384485469
2015-10-14,1056.297555811857,-1616.0035594577648,3815.6013474643332
2015-10-15,469.5060954817976,-2088.1049882798734,3129.9278969572224
2015-10-16,1092.5996831941898,-1852.275635023192,3929.351565851551
2015-10-17,1537.4628798416225,-1203.1975687785148,4277.121491429196
2015-10-18,1320.1856321072646,-1383.2764659589764,4064.4881459198787
2015-10-19,1240.4955403001802,-1566.527766669271,3951.530142292795
2015-10-20,1631.2256854593666,-1252.953136010124,4321.108080195048
2015-10-21,1210.2757246944402,-1377.242135767253,3848.9856528736354
2015-10-22,688.7999569486194,-2105.9201381849402,3620.5289233876288
2015-10-24,1880.721222782221,-808.8719682708581,4607.548460354424
2015-10-25,1720.470044622601,-947.3576554530073,4425.566060317114
2015-10-26,1693.4704339651094,-1106.693494434514,4431.792955312519
2015-10-27,2131.8384523501386,-818.5992062940693,4785.686308847676
2015-10-28,1752.8169435857883,-815.4950155113063,4772.915472892252
2015-10-29,1266.9756256575342,-1395.5287966484905,3878.243879724403
2015-10-31,2509.373937423866,-223.45950267570515,5241.460581674857
2015-11-01,2363.254876606612,-339.60502934537476,5000.67990329342
2015-11-02,2342.689566045307,-399.72200238977854,4988.564124841922
2015-11-03,2779.719101182246,-41.46607287992941,5519.814764110281
2015-11-04,2391.6330477078745,-302.7417903967369,5117.591014346761
2015-11-05,1889.1717455999399,-775.6496212895046,4682.378095417053
2015-11-07,3076.9632307166876,291.7206019914282,5666.871688577208
2015-11-08,2893.805962484952,186.83419966083588,5543.189576810754
2015-11-09,2830.532212081965,127.76206520859304,5714.3728707679575
2015-11-10,3219.924921146615,312.2987620046302,6005.705561235016
2015-11-11,2780.103307769109,-83.92306550104732,5865.823105279342
2015-11-12,2222.711058825192,-436.57180256874267,4904.378930783507
2015-11-14,3294.938395291726,572.8645772741463,5935.6349730170095
2015-11-15,3053.170649397518,286.84828763984206,5851.761014320118
2015-11-16,2932.09738826967,176.36442110802554,5805.210556439554
2015-11-17,3265.504423497089,210.61190299642945,6042.444141595455
2015-11-18,2772.47334291302,161.2861393625132,5460.605640435815
2015-11-19,2165.549299436807,-451.87484374396917,4834.446061882484
2015-11-20,2754.770552497171,87.7802317554041,5606.101880704719
2015-11-21,3152.931069729415,577.2737577675033,5782.453573944406
2015-11-22,2877.1783640893436,313.6050889592202,5738.7127102933655
2015-11-23,2728.4244024774553,-105.52733528459237,5401.023432107883
2015-11-24,3040.7900617434334,277.6681602770425,5798.313237794081
2015-11-25,2533.54128050114,-182.78055906790814,5346.971874249082
2015-11-26,1919.2510849258254,-891.3267527061182,4496.85313804972
2015-11-27,2507.8267933202774,-418.01534239013984,5264.284219019455
2015-11-28,2911.7738555700366,362.76822021205015,5935.214064696018
2015-11-29,2647.7985690696264,-38.158581994115025,5439.00447541959
2015-11-30,2516.2274874774525,-333.83751289525196,5267.583584256509
2015-12-01,2850.4638897344657,17.648291125223274,5631.790296240089
2015-12-02,2368.939260806913,-375.34307791657807,5054.924298322112
2015-12-03,1783.293682694704,-865.0123995098567,4541.539137936385
2015-12-04,2402.42405598126,-448.41745482082723,5112.322334495066
2015-12-05,2837.7712061417647,390.7869228196999,5550.128661552887
2015-12-06,2604.947571240176,-185.83193962104656,5206.646702124265
2015-12-07,2503.182744899637,-300.1405644363859,5084.0203842211295
2015-12-08,2864.806633926276,-46.847390418279446,5851.467818510598
2015-12-09,2407.227549307005,-332.6634663117998,5126.118338834686
2015-12-10,1841.1384793706707,-995.7289577766861,4566.625400790077
2015-12-12,2918.299102813679,292.4316562254654,5618.802314381821
2015-12-13,2687.2984189880863,-17.281390438013254,5596.192530745181
2015-12-14,2580.3970024148084,-251.77069538826115,5315.821054650419
2015-12-15,2929.6775155401383,71.34000103457049,5721.7910538019105
2015-12-16,2452.483411377341,-314.3140499233957,5090.020148393676
2015-12-17,1859.6301681434206,-791.3609108072362,4788.44357837271
2015-12-19,2863.2399205253914,63.34887262443457,5634.659766481881
2015-12-20,2586.615581202572,-83.05251548254674,5379.891160454725
2015-12-21,2429.245633495929,-220.84681218241317,5396.320786811708
2015-12-22,2724.188247736069,-101.59557307836997,5161.960640838243
2015-12-23,2189.885807362827,-257.62079141919816,4953.455513336286
2015-12-24,1538.3515988377897,-1136.272430905461,4374.741801157962
2015-12-26,2425.0006368222034,-414.06791389830306,5146.0089782315745
2015-12-27,2092.7297257402265,-672.7718136441786,4680.605884088356
2015-12-28,1883.3439232441062,-665.5738817354802,4650.752864808634
2015-12-29,2131.1492594003103,-579.0921096277478,4818.901731147037
2015-12-30,1555.7518587381821,-1306.6058807410855,4288.559909421454
2015-12-31,870.2150819778725,-1834.6363760754746,3700.9306516892657
2016-01-02,1713.6077475489817,-1213.4477866975744,4365.869930924915
2016-01-03,1373.3854997991464,-1353.687020838655,4091.9523061980867
2016-01-04,1165.7088105541193,-1538.0513213713787,3961.581462619672
2016-01-05,1425.0264920316147,-1438.158000533943,4122.646500751019
2016-01-06,870.867205710465,-2045.250780533097,3468.881644803371
2016-01-09,1146.722980230968,-1745.1742507943793,3838.8753510910346
2016-01-10,861.5275768363208,-1921.7166041471103,3491.361574066136
2016-01-12,1040.5006514684687,-1797.6751016570486,3759.3609353409674
2016-01-13,556.0375077059849,-2264.2271219783343,3446.63492850937
2016-01-17,831.3269233582417,-2019.3954890979737,3562.3117372221745
2016-01-19,1135.0410621242352,-1685.640403768061,3874.4896364546003
2016-01-23,1304.6249763948574,-1219.6600398807127,4020.456294808886
2016-01-24,1105.8236689574169,-1765.9112206002671,3812.039799342729
2016-01-26,1413.7376552923606,-1068.528814857119,3985.8505881502124
2016-01-27,969.3318039931411,-1785.7310285983172,3676.229258359762
2016-01-28,409.0215054703649,-2464.720421570033,3123.6706708816973
2016-01-30,1476.599319448946,-1291.842745566897,4236.788694777737
2016-01-31,1231.3718117771236,-1668.2324421801409,3965.2867815210393
2016-02-03,927.5620934059372,-1776.9719244980106,3591.0794223004987
2016-02-06,1257.7977462940908,-1387.675015581329,4029.120393289682
2016-02-07,958.919137319671,-1897.8878634944972,3737.1646775553113
2016-02-08,784.239716457618,-1992.9371321986002,3402.48452296863
2016-02-09,1068.341588966497,-1613.6481971684425,3801.3585113373874
2016-02-10,531.0892244281066,-2315.553639714004,3275.92990594977
2016-02-14,523.8852978999176,-1956.231385093054,3390.1066231050822
2016-02-15,366.3134176311678,-2325.1243022023173,3019.7409537732633
2016-02-16,678.3628528952376,-2075.3692272470894,3216.763779544488
2016-02-18,-417.5270712131703,-3140.524185690159,2379.386720586435
2016-02-20,635.7531309962067,-2091.152680042752,3162.321151467261
2016-02-21,414.889058001713,-2290.6317215542945,3133.638760462517
2016-02-22,334.4547468455055,-2555.041652066649,2962.4148234967397
2016-02-23,727.3759207046432,-1910.0806378889333,3552.1984105998727
2016-02-25,-202.12998726666547,-3045.8960579982054,2337.9023352335694
2016-02-27,1012.4821981888063,-1724.9372575896232,3565.915351074982
2016-02-28,866.2634381925985,-1921.057626103865,3454.6602366768293
2016-03-01,1308.474563257277,-1307.569925024052,3810.3929722300204
2016-03-02,945.0958971632699,-2033.5630667621672,3784.3754362651666
2016-03-05,1742.3252573180994,-988.7426977955931,4461.793350671487
2016-03-06,1605.8393831694189,-1414.9195748615296,4198.676086567171
2016-03-07,1592.1583765649068,-1188.3187132382366,4358.352966840079
2016-03-08,2032.9613761949806,-544.8303198791563,4931.927817677244
2016-03-09,1645.2646883466089,-1129.2716195978328,4143.288239173978
2016-03-10,1139.6309245116265,-1657.5230496227177,4028.794968164039
2016-03-12,2310.1766438958703,-475.0955733173755,5005.2389837318815
2016-03-13,2113.0835197138786,-595.0506872337722,4862.0283642078375
2016-03-14,2032.577772849228,-836.6549988052017,4847.125356682457
2016-03-15,2401.7303381725487,-504.4887445970062,5101.0297664731515
2016-03-16,1939.0180917242574,-869.1076227255049,4817.16270997613
2016-03-17,1356.4985856436801,-1429.00981820062,4122.248374891615
2016-03-19,2373.607110399506,-433.4749994006276,5063.335826321945
2016-03-20,2102.8172891004388,-695.1924222347359,4965.880389115723
2016-03-21,1952.391626073529,-769.4040700912668,4779.042256183752
2016-03-22,2256.574702942896,-446.2341306510777,5053.717696913625
2016-03-23,1734.8711145883506,-1148.5417250458306,4426.140906117985
2016-03-24,1100.1962156171326,-1542.1856595188044,3935.559613564383
2016-03-26,2036.0191100524103,-526.5289653182108,4696.1056492811795
2016-03-27,1736.8720205979948,-1128.9186689847627,4385.4294779567535
2016-03-28,1566.465357985794,-1094.0785524609494,4227.080634276999
2016-03-29,1858.9404471440605,-963.7732122486161,4749.160921913771
2016-03-30,1333.513069162981,-1278.0641482883577,4114.971750206108
2016-03-31,702.6421789250699,-2160.565882650885,3149.6599905668636
2016-04-02,1666.0794697320357,-1139.3472765300505,4167.579344325944
2016-04-04,1245.337451971603,-1613.0431868618307,3778.508380196596
2016-04-05,1567.8009360481233,-984.2210059697511,4344.464272684378
2016-04-06,1074.7300314670601,-1883.3546870681732,3695.619328356107
2016-04-07,477.55922036347965,-2190.293402953649,3492.9027572739037
2016-04-09,1508.477933385584,-1348.577661580161,4360.683691991789
2016-04-10,1263.4987670499215,-1603.8653424469326,3740.365108212189
2016-04-11,1149.3761025378185,-1492.913713445335,3959.932482320725
2016-04-13,1028.7670019124935,-1890.2584420776304,3749.514219197795
2016-04-14,450.9432991777769,-2371.4190488526624,3129.1600874719475
2016-04-16,1507.878407238367,-1176.7626936698214,4450.733617041263
2016-04-17,1269.443331815603,-1469.6836569800505,3951.466000642785
2016-04-18,1157.700343716077,-1617.9847724390588,3824.5248660814
2016-04-19,1505.3918586004902,-1192.6720518589805,4213.65739591392
2016-04-20,1030.542823219817,-1684.7909556100778,3754.045154698714
2016-04-21,444.65165418991273,-2414.305360372173,2965.7323950520504
2016-04-22,1056.7419356081366,-1631.5888048578454,3809.105477899633
2016-04-24,1226.620885597464,-1308.3036449199265,3811.9070567939907
2016-04-25,1100.778229862465,-1599.6351041411926,3739.6355025907756
2016-04-26,1434.5416060926182,-1375.5218919893287,4255.278650533389
2016-04-27,946.5959457263777,-1842.8012124019856,3642.888119777435
2016-04-28,349.05903029264846,-2472.3086426001087,3126.6460665427862
2016-04-29,951.5155788519953,-1693.1196347967536,3686.5400864516905
2016-04-30,1366.2851227395777,-1471.099357244803,4125.561862517701
2016-05-01,1110.0258850456094,-1805.2606894756404,3666.579317457887
2016-05-02,983.15250453615,-1813.4832987784362,3573.430143213365
2016-05-03,1319.2880415104094,-1522.6634877952888,4025.3847257306647
2016-05-04,837.208331854523,-1844.0642663414276,3618.6655160888686
2016-05-07,1294.74357763725,-1351.5511353014786,4010.025631121335
2016-05-08,1057.098964682625,-1706.6694575924373,3753.0075652948995
2016-05-09,951.2364842818164,-1686.467608750441,3672.9631291812857
2016-05-10,1310.3288466026297,-1488.2137569508602,4061.9789320983787
2016-05-11,852.5947542406662,-1904.4393021440546,3672.549770345456
2016-05-12,289.5609579361285,-2477.259672946594,2998.5473947570204
2016-05-13,930.0898848403891,-1771.4377185089306,3808.4943542261008
2016-05-14,1385.669610811122,-1438.731580005653,4194.92039401333
2016-05-15,1172.0424988912846,-1736.8657896434381,3974.0249858331554
2016-05-16,1088.6495904207236,-1794.678585658788,4086.0949397473505
2016-05-17,1468.1103967091021,-1120.3097031207988,4410.219633110349
2016-05-18,1028.1953547415428,-1796.6737455059158,3759.337923266619
2016-05-20,1132.1286734530981,-1640.5225160802277,3830.3142382824876
2016-05-21,1595.7499797398236,-1121.232352948238,4233.157376779135
2016-05-22,1386.472569085512,-1403.4736312081761,3943.220164807061
2016-05-23,1303.6710383398945,-1398.1417678200626,3870.800444864351
2016-05-24,1679.9899129792561,-1145.0971296093446,4485.999922461238
2016-05-25,1233.3135943586692,-1388.5157877550153,3785.5713722127134
2016-05-26,674.9598683374627,-2128.9905368046348,3329.4316158753986
2016-05-28,1761.2250275923202,-1079.543072968681,4347.685930863865
2016-05-29,1533.4134596783456,-1223.04255414938,4389.171490923363
2016-05-30,1430.1218177117532,-1227.4716436769015,4186.505290843104
2016-05-31,1784.4739255751801,-995.5180730129694,4388.972852802874
2016-06-01,1314.8531151845311,-1402.2548102558253,3913.4552617634463
2016-06-04,1773.0685279925767,-1247.4207434409952,4498.2976678425
2016-06-05,1523.321026934149,-1224.2852136472445,4232.617622864251
2016-06-07,1734.9364117850403,-1085.2438496766315,4525.34509523049
2016-06-08,1248.4591067317588,-1636.7327098395324,3799.8926747934747
